countryCode,thematicIdIdentifier,thematicIdIdentifierScheme,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,monitoringSiteName,waterBodyIdentifier,waterBodyIdentifierScheme,waterBodyName,specialisedZoneType,naturalAWBHMWB,reservoir,surfaceWaterBodyTypeCode,subUnitIdentifier,subUnitIdentifierScheme,subUnitName,rbdIdentifier,rbdIdentifierScheme,rbdName,confidentialityStatus,lon,lat,statusCode
"CH","CHRBD-2","eionetRBDCode","","","","","","","","","","","","","","CHRBD-2","eionetRBDCode","RHONE","inapplicable","7.47670","46.27011","stable"
"CH","CHRBD-1","eionetRBDCode","","","","","","","","","","","","","","CHRBD-1","eionetRBDCode","RHINE","inapplicable","8.15005","47.06708","stable"
"CH","CHLWB-3025","eionetSurfaceWaterBodyCode","","","","CHLWB-3025","eionetSurfaceWaterBodyCode","WALENSEE","lakeWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","inapplicable","9.22040","47.12555","stable"
"CH","CH6006","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CH6006","eionetSubUnitCode","PO-EZGUS","CHRBD-4","eionetRBDCode","PO","inapplicable","","","retired"
"CH","CHLWB-3039","eionetSurfaceWaterBodyCode","","","","CHLWB-3039","eionetSurfaceWaterBodyCode","LE LÉMAN","lakeWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","inapplicable","6.53945","46.48213","stable"
"CH","CHSU-5","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CHSU-5","eionetSubUnitCode","ADIGE","CHRBD-5","eionetRBDCode","ADIGE","inapplicable","10.40694","46.59708","stable"
"CH","CHLWB-3006","eionetSurfaceWaterBodyCode","","","","CHLWB-3006","eionetSurfaceWaterBodyCode","THUNERSEE","lakeWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","inapplicable","7.69837","46.70042","stable"
"CH","CHRHONEEMISSAIRE","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CHRHONEEMISSAIRE","eionetSubUnitCode","RHONEEMISSAIRE_CH-PART","CHRBD-2","eionetRBDCode","RHONE","inapplicable","","","retired"
"CH","CHRBD-5","eionetRBDCode","","","","","","","","","","","","","","CHRBD-5","eionetRBDCode","ADIGE","inapplicable","10.40694","46.59708","stable"
"CH","CHTICINO","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CHTICINO","eionetSubUnitCode","TICINO CATCHMENT","CHRBD-4","eionetRBDCode","PO","inapplicable","","","retired"
"CH","CHSU-4","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CHSU-4","eionetSubUnitCode","PO","CHRBD-4","eionetRBDCode","PO","inapplicable","8.86542","46.22195","stable"
"CH","CHRHINEWEIL","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CHRHINEWEIL","eionetSubUnitCode","RHINEWEIL_CH-PART","CHRBD-1","eionetRBDCode","RHINE","inapplicable","","","retired"
"CH","CH1010","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CH1010","eionetSubUnitCode","REZGUS","CHRBD-1","eionetRBDCode","RHINE","inapplicable","","","retired"
"CH","CH8001","eionetSubUnitCode","","","","","","","riverBasinDistrictSubUnit","","","","CH8001","eionetSubUnitCode","INN","CHRBD-3","eionetRBDCode","DANUBE","inapplicable","","","retired"
"CH","CHLWB-3017","eionetSurfaceWaterBodyCode","","","","CHLWB-3017","eionetSurfaceWaterBodyCode","ZUGERSEE","lakeWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","inapplicable","8.49044","47.12706","stable"
"CH","CHLWB-3007","eionetSurfaceWaterBodyCode","","","","CHLWB-3007","eionetSurfaceWaterBodyCode","BRIENZERSEE","lakeWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","inapplicable","7.96492","46.72297","stable"
"CH","CHLWB-3018","eionetSurfaceWaterBodyCode","","","","CHLWB-3018","eionetSurfaceWaterBodyCode","VIERWALDSTÄTTERSEE","lakeWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","inapplicable","8.49840","46.98538","stable"
"CH","CHLWB-3028","eionetSurfaceWaterBodyCode","","","","CHLWB-3028","eionetSurfaceWaterBodyCode","BODENSEE","lakeWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","inapplicable","9.42793","47.56867","stable"
"CH","CHRW-1504","eionetMonitoringSiteCode","CHRW-1504","eionetMonitoringSiteCode","DELÉMONT","CHRWB-2169","eionetSurfaceWaterBodyCode","SORNE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.35681","47.36990","stable"
"CH","CHRW-3860","eionetMonitoringSiteCode","CHRW-3860","eionetMonitoringSiteCode","MARTIGNY","CHRWB-2043","eionetSurfaceWaterBodyCode","DRANSE","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.06274","46.09768","stable"
"CH","CHRW-3938","eionetMonitoringSiteCode","CHRW-3938","eionetMonitoringSiteCode","BRIG","CHRWB-2222","eionetSurfaceWaterBodyCode","RHONE OBERLAUF","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.97536","46.31743","stable"
"CH","CHSF-2167","eionetMonitoringSiteCode","CHSF-2167","eionetMonitoringSiteCode","TRESA - PONTE TRESA,ROCCHETTA","CHRWB-2309","eionetSurfaceWaterBodyCode","TRESA","riverWaterBody","","","","CHSU-4","eionetSubUnitCode","PO","CHRBD-4","eionetRBDCode","PO","F","8.85240","45.97199","stable"
"CH","CHRW-6057","eionetMonitoringSiteCode","CHRW-6057","eionetMonitoringSiteCode","VICQUES","CHRWB-2280","eionetSurfaceWaterBodyCode","SCHEULTE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.43182","47.34821","stable"
"CH","CHSF-2432","eionetMonitoringSiteCode","CHSF-2432","eionetMonitoringSiteCode","VENOGE - ECUBLENS, LES BOIS","CHRWB-2167","eionetSurfaceWaterBodyCode","VENOGE","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","6.55275","46.53528","stable"
"CH","CHSF-2243","eionetMonitoringSiteCode","CHSF-2243","eionetMonitoringSiteCode","LIMMAT - BADEN, LIMMATPROMENADE","CHRWB-2098","eionetSurfaceWaterBodyCode","LIMMAT","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.30942","47.47571","stable"
"CH","CHRW-1339","eionetMonitoringSiteCode","CHRW-1339","eionetMonitoringSiteCode","GEBENSTORF","CHRWB-2252","eionetSurfaceWaterBodyCode","REUSS UNTERLAUF","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.22744","47.47796","stable"
"CH","CHSF-2152","eionetMonitoringSiteCode","CHSF-2152","eionetMonitoringSiteCode","REUSS - LUZERN, GEISSMATTBRÜCKE","CHRWB-2252","eionetSurfaceWaterBodyCode","REUSS UNTERLAUF","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.29849","47.05401","stable"
"CH","CHSF-2102","eionetMonitoringSiteCode","CHSF-2102","eionetMonitoringSiteCode","SARNER AA - SARNEN","CHRWB-2205","eionetSurfaceWaterBodyCode","SARNER AA UNTERLAUF","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.24518","46.89625","stable"
"CH","CHRW-1494","eionetMonitoringSiteCode","CHRW-1494","eionetMonitoringSiteCode","CHOINDEZ-AVAL DE LA ROCHE ST-JEAN","CHRWB-2062","eionetSurfaceWaterBodyCode","BIRS","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.39109","47.31433","stable"
"CH","CHRW-1497","eionetMonitoringSiteCode","CHRW-1497","eionetMonitoringSiteCode","LES RIEDES-DESSUS","CHRWB-2062","eionetSurfaceWaterBodyCode","BIRS","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.40783","47.39488","stable"
"CH","CHSF-2478","eionetMonitoringSiteCode","CHSF-2478","eionetMonitoringSiteCode","BIRSE - SOYHIÈRES, BOIS DU TREUIL","CHRWB-2062","eionetSurfaceWaterBodyCode","BIRS","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.39598","47.39245","stable"
"CH","CHRW-2033","eionetMonitoringSiteCode","CHRW-2033","eionetMonitoringSiteCode","LUMINO","CHRWB-2034","eionetSurfaceWaterBodyCode","MOESA","riverWaterBody","","","","CHSU-4","eionetSubUnitCode","PO","CHRBD-4","eionetRBDCode","PO","F","9.05552","46.22290","stable"
"CH","CHRW-3001","eionetMonitoringSiteCode","CHRW-3001","eionetMonitoringSiteCode","NIEDERUZWIL, BUECHENTAL","CHRWB-2146","eionetSurfaceWaterBodyCode","GLATT (THUR)","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","9.15306","47.44545","stable"
"CH","CHRW-1096","eionetMonitoringSiteCode","CHRW-1096","eionetMonitoringSiteCode","ANDELFINGEN, BRÜCKE","CHRWB-2051","eionetSurfaceWaterBodyCode","THUR","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.67643","47.59978","stable"
"CH","CHNTG12","eionetMonitoringSiteCode","CHNTG12","eionetMonitoringSiteCode","SAMEDAN","CH7101","eionetGroundWaterBodyCode","ENGADIN","groundWaterBody","","","","","","","CHRBD-3","eionetRBDCode","DANUBE","F","9.87486","46.52588","stable"
"CH","CHRW-1142","eionetMonitoringSiteCode","CHRW-1142","eionetMonitoringSiteCode","NIDAU","CHRWB-2079","eionetSurfaceWaterBodyCode","AARE BIELERSEE-RHEIN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.23714","47.12271","stable"
"CH","CHRW-4057","eionetMonitoringSiteCode","CHRW-4057","eionetMonitoringSiteCode","VISP","CHRWB-2118","eionetSurfaceWaterBodyCode","VISPA","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.88166","46.27420","stable"
"CH","CHRW-4409","eionetMonitoringSiteCode","CHRW-4409","eionetMonitoringSiteCode","APPENZELL","CHRWB-2203","eionetSurfaceWaterBodyCode","SITTER","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","9.41026","47.33244","stable"
"CH","CHRW-1373","eionetMonitoringSiteCode","CHRW-1373","eionetMonitoringSiteCode","DÖTTINGEN, RIETHOLZ","CHRWB-2293","eionetSurfaceWaterBodyCode","SURB","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.26683","47.56431","stable"
"CH","CHRW-1779","eionetMonitoringSiteCode","CHRW-1779","eionetMonitoringSiteCode","VUIPPENS","CHRWB-2291","eionetSurfaceWaterBodyCode","SIONGE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.07738","46.65942","stable"
"CH","CHRW-6271","eionetMonitoringSiteCode","CHRW-6271","eionetMonitoringSiteCode","SAUT DU DOUBS","CHRWB-2038","eionetSurfaceWaterBodyCode","DOUBS","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","6.71016","47.08428","stable"
"CH","CHSF-2215","eionetMonitoringSiteCode","CHSF-2215","eionetMonitoringSiteCode","SAANE - LAUPEN","CHRWB-2021","eionetSurfaceWaterBodyCode","SAANE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.23440","46.90862","stable"
"CH","CHSF-2034","eionetMonitoringSiteCode","CHSF-2034","eionetMonitoringSiteCode","BROYE - PAYERNE, CASERNE D'AVIATION","CHRWB-2110","eionetSurfaceWaterBodyCode","BROYE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","6.93607","46.83592","stable"
"CH","CHRW-1307","eionetMonitoringSiteCode","CHRW-1307","eionetMonitoringSiteCode","AUGST, AUTOBAHN","CHRWB-2228","eionetSurfaceWaterBodyCode","ERGOLZ","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.71686","47.53477","stable"
"CH","CHRW-1365","eionetMonitoringSiteCode","CHRW-1365","eionetMonitoringSiteCode","NIEDERLENZ","CHRWB-2041","eionetSurfaceWaterBodyCode","AABACH","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.16871","47.40987","stable"
"CH","CHRW-2064","eionetMonitoringSiteCode","CHRW-2064","eionetMonitoringSiteCode","S-CHANF","CHRWB-2134","eionetSurfaceWaterBodyCode","INN","riverWaterBody","","","","CHSU-3","eionetSubUnitCode","DANUBE","CHRBD-3","eionetRBDCode","DANUBE","F","9.99519","46.61573","stable"
"CH","CHSF-2369","eionetMonitoringSiteCode","CHSF-2369","eionetMonitoringSiteCode","MENTUE - YVONAND, LA MAUGUETTAZ","CHRWB-2168","eionetSurfaceWaterBodyCode","MENTUE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","6.72423","46.77681","stable"
"CH","CHNTQ24","eionetMonitoringSiteCode","CHNTQ24","eionetMonitoringSiteCode","FREIENSTEIN-TEUFEN","CH3104","eionetGroundWaterBodyCode","TÖSS-/EULACHTAL","groundWaterBody","","","","","","","CHRBD-1","eionetRBDCode","RHINE","F","8.59595","47.54665","stable"
"CH","CHRW-2032","eionetMonitoringSiteCode","CHRW-2032","eionetMonitoringSiteCode","OCOURT, PESSES DES VERNES","CHRWB-2038","eionetSurfaceWaterBodyCode","DOUBS","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.07573","47.35078","stable"
"CH","CHSF-2210","eionetMonitoringSiteCode","CHSF-2210","eionetMonitoringSiteCode","DOUBS - OCOURT","CHRWB-2038","eionetSurfaceWaterBodyCode","DOUBS","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.07508","47.35042","stable"
"CH","CHRW-3006","eionetMonitoringSiteCode","CHRW-3006","eionetMonitoringSiteCode","LEEBRUGG","CHRWB-2203","eionetSurfaceWaterBodyCode","SITTER","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","9.36841","47.45965","stable"
"CH","CHSF-2030","eionetMonitoringSiteCode","CHSF-2030","eionetMonitoringSiteCode","AARE - THUN","CHRWB-2254","eionetSurfaceWaterBodyCode","AARE THUN-BERN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.61182","46.76457","stable"
"CH","CHSF-2477","eionetMonitoringSiteCode","CHSF-2477","eionetMonitoringSiteCode","LORZE - ZUG, LETZI","CHRWB-2073","eionetSurfaceWaterBodyCode","LORZE OBERLAUF","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.50199","47.18067","stable"
"CH","CHSF-2104","eionetMonitoringSiteCode","CHSF-2104","eionetMonitoringSiteCode","LINTH - WEESEN, BIÄSCHE","CHRWB-2234","eionetSurfaceWaterBodyCode","LINTHKANAL","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","9.08842","47.13156","stable"
"CH","CHSF-2174","eionetMonitoringSiteCode","CHSF-2174","eionetMonitoringSiteCode","RHONE - CHANCY, AUX RIPES","CHRWB-2089","eionetSurfaceWaterBodyCode","RHONE UNTERLAUF","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","5.97073","46.15297","stable"
"CH","CHRW-4070","eionetMonitoringSiteCode","CHRW-4070","eionetMonitoringSiteCode","SION","CHRWB-2015","eionetSurfaceWaterBodyCode","RHONE MITTELLAUF","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.35790","46.21909","stable"
"CH","CHRW-4922","eionetMonitoringSiteCode","CHRW-4922","eionetMonitoringSiteCode","ATTINGHAUSEN, ALLMEINIGÄRTLI","CHRWB-2214","eionetSurfaceWaterBodyCode","REUSS OBERLAUF","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.62887","46.87041","stable"
"CH","CHRW-5045","eionetMonitoringSiteCode","CHRW-5045","eionetMonitoringSiteCode","OBERDORF ENNERBERG","CHRWB-2090","eionetSurfaceWaterBodyCode","ENGELBERGER AA","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.38705","46.96281","stable"
"CH","CHNTG40","eionetMonitoringSiteCode","CHNTG40","eionetMonitoringSiteCode","PRATTELN","CH3101","eionetGroundWaterBodyCode","UNTERSTES HOCHRHEINTAL","groundWaterBody","","","","","","","CHRBD-1","eionetRBDCode","RHINE","F","7.70697","47.52776","stable"
"CH","CHSF-2473","eionetMonitoringSiteCode","CHSF-2473","eionetMonitoringSiteCode","RHEIN - DIEPOLDSAU, RIETBRÜCKE","CHRWB-2194","eionetSurfaceWaterBodyCode","RHEIN ALPENRHEIN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","9.64091","47.38307","stable"
"CH","CHRW-1388","eionetMonitoringSiteCode","CHRW-1388","eionetMonitoringSiteCode","SUHR","CHRWB-2191","eionetSurfaceWaterBodyCode","WYNA","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.08760","47.37683","stable"
"CH","CHRW-1290","eionetMonitoringSiteCode","CHRW-1290","eionetMonitoringSiteCode","BREITENBACH","CHRWB-2104","eionetSurfaceWaterBodyCode","LUESSEL","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.54074","47.40725","stable"
"CH","CHRW-5309","eionetMonitoringSiteCode","CHRW-5309","eionetMonitoringSiteCode","EIKEN","CHRWB-2210","eionetSurfaceWaterBodyCode","SISSLEN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.99762","47.53145","stable"
"CH","CHRW-6265","eionetMonitoringSiteCode","CHRW-6265","eionetMonitoringSiteCode","BEGGINGEN, VOR ARA","CHRWB-4444","eionetSurfaceWaterBodyCode","CHÄLENGRABEN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.52260","47.76519","stable"
"CH","CHRW-1973","eionetMonitoringSiteCode","CHRW-1973","eionetMonitoringSiteCode","MOLLIS, GÄSI","CHRWB-2008","eionetSurfaceWaterBodyCode","LINTH","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","9.10247","47.12119","stable"
"CH","CHSF-2176","eionetMonitoringSiteCode","CHSF-2176","eionetMonitoringSiteCode","SIHL - ZÜRICH, SIHLHÖLZLI","CHRWB-2178","eionetSurfaceWaterBodyCode","SIHL","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.52618","47.36773","stable"
"CH","CHSF-2378","eionetMonitoringSiteCode","CHSF-2378","eionetMonitoringSiteCode","ORBE - ORBE, LE CHALET","CHRWB-2077","eionetSurfaceWaterBodyCode","ORBE UNTERLAUF","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","6.52394","46.72757","stable"
"CH","CHSF-2434","eionetMonitoringSiteCode","CHSF-2434","eionetMonitoringSiteCode","DÜNNERN - OLTEN, HAMMERMÜHLE","CHRWB-2241","eionetSurfaceWaterBodyCode","DUENNERN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.89020","47.34777","stable"
"CH","CHSF-2634","eionetMonitoringSiteCode","CHSF-2634","eionetMonitoringSiteCode","EMMEN","CHRWB-2100","eionetSurfaceWaterBodyCode","KLEINE EMME","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","8.27729","47.07063","stable"
"CH","CHRW-6269","eionetMonitoringSiteCode","CHRW-6269","eionetMonitoringSiteCode","PAMPIGNY, LE SEILER","CHRWB-4446","eionetSurfaceWaterBodyCode","COMBAGNOU","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","6.43317","46.57479","stable"
"CH","CHSF-2458","eionetMonitoringSiteCode","CHSF-2458","eionetMonitoringSiteCode","SEYON - VALANGIN","CHRWB-2022","eionetSurfaceWaterBodyCode","SEYON","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","6.90431","47.01109","stable"
"CH","CHNTG37","eionetMonitoringSiteCode","CHNTG37","eionetMonitoringSiteCode","BRUGG","CH2109","eionetGroundWaterBodyCode","AARETAL AARWANGEN-BRUGG","groundWaterBody","","","","","","","CHRBD-1","eionetRBDCode","RHINE","F","8.20205","47.47853","stable"
"CH","CHNTG07","eionetMonitoringSiteCode","CHNTG07","eionetMonitoringSiteCode","BASEL","CH3107","eionetGroundWaterBodyCode","BIRS","groundWaterBody","","","","","","","CHRBD-1","eionetRBDCode","RHINE","F","7.57030","47.55551","stable"
"CH","CHRW-1988","eionetMonitoringSiteCode","CHRW-1988","eionetMonitoringSiteCode","FELSENBACH","CHRWB-2218","eionetSurfaceWaterBodyCode","LANDQUART","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","9.61213","46.97465","stable"
"CH","CHSF-2307","eionetMonitoringSiteCode","CHSF-2307","eionetMonitoringSiteCode","SUZE - SONCEBOZ","CHRWB-2005","eionetSurfaceWaterBodyCode","SUZE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.17219","47.19679","stable"
"CH","CHSF-2368","eionetMonitoringSiteCode","CHSF-2368","eionetMonitoringSiteCode","MAGGIA - LOCARNO, SOLDUNO","CHRWB-2102","eionetSurfaceWaterBodyCode","MAGGIA","riverWaterBody","","","","CHSU-4","eionetSubUnitCode","PO","CHRBD-4","eionetRBDCode","PO","F","8.77358","46.16832","stable"
"CH","CHRW-1873","eionetMonitoringSiteCode","CHRW-1873","eionetMonitoringSiteCode","FRUTIGEN","CHRWB-2160","eionetSurfaceWaterBodyCode","ENGSTLIGEN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.63753","46.57943","stable"
"CH","CHRW-1528","eionetMonitoringSiteCode","CHRW-1528","eionetMonitoringSiteCode","VEVEY","CHRWB-2019","eionetSurfaceWaterBodyCode","VEVEYSE","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","6.83528","46.46102","stable"
"CH","CHRW-1838","eionetMonitoringSiteCode","CHRW-1838","eionetMonitoringSiteCode","CHANCY","CHRWB-2089","eionetSurfaceWaterBodyCode","RHONE UNTERLAUF","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","5.96513","46.14458","stable"
"CH","CHSF-2029","eionetMonitoringSiteCode","CHSF-2029","eionetMonitoringSiteCode","AARE - BRÜGG, AEGERTEN","CHRWB-2079","eionetSurfaceWaterBodyCode","AARE BIELERSEE-RHEIN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.28339","47.12207","stable"
"CH","CHSF-2610","eionetMonitoringSiteCode","CHSF-2610","eionetMonitoringSiteCode","SCHEULTE - VICQUES","CHRWB-2280","eionetSurfaceWaterBodyCode","SCHEULTE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.43182","47.34821","stable"
"CH","CHRW-1514","eionetMonitoringSiteCode","CHRW-1514","eionetMonitoringSiteCode","BONCOURT","CHRWB-2084","eionetSurfaceWaterBodyCode","ALLAINE","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.01258","47.50167","stable"
"CH","CHRW-2115","eionetMonitoringSiteCode","CHRW-2115","eionetMonitoringSiteCode","AIGLE, AUTOROUTE","CHRWB-2247","eionetSurfaceWaterBodyCode","GRANDE EAU","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","6.93605","46.32433","stable"
"CH","CHRW-6262","eionetMonitoringSiteCode","CHRW-6262","eionetMonitoringSiteCode","FREGIÉCOURT, LAITERIE","CHRWB-4451","eionetSurfaceWaterBodyCode","ERVERATTE","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.19767","47.41238","stable"
"CH","CHRW-2119","eionetMonitoringSiteCode","CHRW-2119","eionetMonitoringSiteCode","LA MAUGUETTAZ","CHRWB-2168","eionetSurfaceWaterBodyCode","MENTUE","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","6.72358","46.77703","stable"
"CH","CHRW-2149","eionetMonitoringSiteCode","CHRW-2149","eionetMonitoringSiteCode","OBERDIESSBACH","CHRWB-2128","eionetSurfaceWaterBodyCode","KIESEN","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.61958","46.85145","stable"
"CH","CHSF-2202","eionetMonitoringSiteCode","CHSF-2202","eionetMonitoringSiteCode","ERGOLZ - LIESTAL","CHRWB-2228","eionetSurfaceWaterBodyCode","ERGOLZ","riverWaterBody","","","","CHSU-1","eionetSubUnitCode","RHINE","CHRBD-1","eionetRBDCode","RHINE","F","7.73436","47.48800","stable"
"CH","CHSF-2011","eionetMonitoringSiteCode","CHSF-2011","eionetMonitoringSiteCode","RHONE - SION","CHRWB-2015","eionetSurfaceWaterBodyCode","RHONE MITTELLAUF","riverWaterBody","","","","CHSU-2","eionetSubUnitCode","RHONE","CHRBD-2","eionetRBDCode","RHONE","F","7.35790","46.21909","stable"
